,Title
5374,"Cartulaire Municipal de la Ville de Lyon, dit d'Étienne de Villeneuve, publié par "
5375,Oude Hollandsche Steden aan de Zuiderzee door W
5376,"Analyse des actes et des délibérations du Conseil général de la Nièvre de 1787 à 1853, inclus, par G"
5377,Night
5378,The Night Adventurer; or the Palaces and dungeons of the heart
5379,From the Nile to the Jordan
5380,"[Principles and Acts of the Revolution in America; or an attempt to collect and preserve some of the speeches, orations and proceedings, with sketches and remarks on men and things, and other fugitive or neglected pieces, belonging to the revolutionary period in the United States, etc"
5381,"Leaves from the Log of the “Homeward Bound,” or eleven months at sea in an open boat"
5382,Biskop J
5383,[A General History of Stirlingshire; 
5384,[A General History of Stirlingshire; 
5385,Sir Ninian; a tale of Chivalry; and other poems
5386,Her Loving Slave
5387,J
5388,besørget af F
5389,"Geschichte des deutschen Volkes bis zum Augsburger Religionsfrieden, von K"
5390,How Marcus Whitman saved Oregon
5391,Das Noahspiel von Newcastle upon Tyne Herausgegeben von F
5392,"What is Poland? A question of geography, history and public law"
5393,The True Story of Hugh Noble's Flight
5394,Journal of a Nobleman; [Count A
5395,La Campaña de Melilla
5396,"Les Environs de Paris, histoire, monuments, paysages "
5397,"Histoire de Sornéville en Lorraine et de Jean Aubry, capitaine de grenadiers, sous l'Ancien Régime"
5398,Les travaux scientifiques de S
5399,Leçons anglaises de Littérature et de Morale 
5400,Livingstone in Africa
5401,My Sea and other poems 
5402,Selected Poems 
5403,Rosa Noel: a novel
5404,Lehrbuch der Weltgeschichte für Töchterschulen 
5405,Tilbury Nogo; or Passages in the Life of an Unsuccessful Man
5406,Great Britain as it is 
5407,Hints to J
5408,"The Nondescript, a musical farce, in two acts; which was not performed at the Theatre Royal, Covent Garden, on Tuesday, October 5th, 1813"
5409,"Bob Norberry; or, Sketches from the note book of an Irish Reporter"
5410,"Recueil des usages locaux de Département du Nord constatés et mis en ordre d'après les procès-verbaux des Commissions Cantonales par une Commission Centrale, etc"
5411,Expéditions suédoises de 1876 an Yénisséi
5412,Notre Expédition au Pôle nord et la découverte du passage du Nord-Est
5413,Vegas Reise omkring Asia og Europa 
5414,The British Channel Pilot 
5415,New and complete Sailing Directions for the Bristol and St
5416,[New and complete Sailing Directions for the Bristol and St
5417,New and extensive Sailing Directions for the navigation of the North Sea 
5418,Sailing Directions for the Navigation of the North Sea
5419,[Sailing Directions for the Navigation of the North Sea
5420,"[The New British Channel Pilot, containing Sailing Directions from London to St"
5421,The New British Channel Pilot 
5422,"[New Sailing Directions for the Mediterranean Sea, the Adriatic, or Gulf of Venice, the Black Sea, Grecian Archipelago and the Seas of Marmora and Azov, "
5423,Sailing Directions for the Mediterranean Sea
5424,Sailing Directions for the Coast of Guayana 
5425,"Sailing Directions for the Cattegat, Sound, and the Great and Little Belts "
5426,"[Sailing Directions for the Cattegat, Sound, and the Great and Little Belts "
5427,"Piloting Directions for the Gulf of Finland, compiled chiefly from the Swedish and Russian surveys, particularly those of Klint and General L"
5428,Sailing Directions for the Gulf of Finland 
5429,"Piloting Directions for the West Coast of Scotland, from the Mul of Cantire to Cape Wrath; the North Coast of Ireland, from Tory Island to Rachlin Island and the Hebrides "
5430,Sailing Directions for the Hebrides 
5431,Sailing Directions for Part of the Southern Coast of Italy; the Adriatic Sea 
5432,"Sailing Directions for the Rio de la Plata, or River Plate; compiled from surveys and observations made during the years 1831 and 1832, by Captain Barral, "
5433,"[Sailing Directions for the coasts of Spain and Portugal, from Cape Ortegal to Gibraltar"
5434,"Sailing Directions for the East Coast of England, from London to "
5435,"Sailing Directions for the Gulf of Florida, the Bahama Banks and Islands, and the adjacent coasts of Cuba "
5436,"[Sailing Directions for the South, West, and North Coasts of Ireland, from Carnsore Point to Rachlin Island "
5437,"Sailing Directions for the White Sea, to Archangel and Onega, "
5438,"[Sailing Directions for the White Sea, to Archangel and Onega, "
5439,"[West India Directory; containing instructions for navigating the Caribbee or Windward and Leeward Islands, Porto Rico, Hayti "
5440,The Laird of Norlaw
5441,[The Laird of Norlaw
5442,Journals of the Voyage and Proceedings of H
5443,"Excursions in Normandy illustrative of the character, manners, customs, and traditions of the people"
5444,"[Life in Normandy: Sketches of French fishing, farming, cooking, natural history and politics drawn from nature"
5445,"A Peep into Normandy and Brittany, August and September, 1897, with incidents, impressions, and historical outlines"
5446,A Walking Tour in Normandy
5447,The Climbs of Norman-Neruda
5448,"Ancient Churchwardens' accounts in the Parish of North Elmham, from A"
5449,"The Liber Costumarum: the book of the ancient usages & customes of the town of Northampton, from the earliest record to 1448"
5450,"6,000 Miles through Wonderland"
5451,The Will of a certain Northern Vicar
5452,"Collectanea Curiosa, or, Miscellaneous Reprints of rare tracts, etc"
5453,Aunt Carry's Ballads for Children 
5454,"Commentaries on the history, constitution, and chartered franchises of the City of London"
5455,Calendar of the Freemen of Norwich from 1317 to 1603 
5456,A Complete Analysis and General View of the Poll for 
5457,"A Topographical and Historical Account of the City and County of Norwich, etc"
5458,"Travels of a Doctor and Madame Helfer in Syria, Mesopotamia, Burmah and other lands "
5459,"Not Proven, etc"
5460,"Not Wooed, but Won"
5461,A New Note
5462,Notes Abroad and Rhapsodies at Home
5463,Nothing New
5464,[Nothing New
5465,Essai historique et politique sur la Révolution Belge 
5466,Types of Mankind: or Ethnological Researches 
5467,[Types of Mankind: or Ethnological Researches 
5468,American Explorations in the Ice Zones 
5469,A General Description of Nova Scotia: Appendix
5470,"The Eighteenth of November, 1852"
5471,Nugæ Metricæ
5472,"Charley Nugent; or, passages in the life of a Sub"
5473,Noticias historicas de la Republica Argentina
5474,The Narrative of A
5475,[The Narrative of A
5476,"Narrative of the Wreck of the “Favourite” on the Island of Desolation: detailing the adventures, sufferings and privations of J"
5477,Erinnerungs-Blätter an Nürnberg und dessen Umgegend aus alter und neuer Zeit
5478,Bill Nye's History of the United States
5479,Ryssland under czarväldet
5480,"Sittenbuch der englischen Gesellschaft, aus den Papieren Gunter's von P"
5481,El General Martinez Campos en Cuba
5482,Beauties of Derbyshire
5483,"A poetic description of the Festivities at Oakley Park, 27th September, 1832"
5484,Miscellaneous Poems 
5485,Matabele Land and the Victoria Falls
5486,Matabele Land and the Victoria Falls 
5487,"The Oath; or, the Buried treasure"
5488,Изслѣдованія и замѣтки Князя М
5489,"Србскіи Споменицы, или старе рисовулѣ, дипломе, повелѣ, и спошенія Босански, Сербски, Херцеговачки, Далматински, и Дубровачки Кралѣва, Царева, Банова, Деспота, Кнезова, Войвода и Властелина"
5490,Observations upon a Tract entitled “A serious Address to Christians on the consecration of an edifice called a Church;” to which is annexed the first part of the Homily on Repentance
5491,"The Victories of the British Army in the Peninsula and the South of France, from 1808 to 1814"
5492,The Documentary History of the State of New York
5493,Esposicion que el C
5494,Reminiscences of Reading
5495,"A Circumstantial Narrative of the Campaign in Saxony, in the year 1813; written originally in German "
5496,Odes and Miscellaneous Poems
5497,"The Tribes and Territories of Ancient Ossory; comprising the portions of O'Heerin's and O'Dugan's topographical poems which relate to the families of that district, etc"
5498,"The Modern Odyssey, or, Ulysses up to date"
5499,"[Œdipus Tyrannus; or, Swellfoot the Tyrant"
5500,Entwicklungsgeschichte der Stadt Würzburg 
5501,"Geschichte der Deutschen, dem Volke erzählt von C"
5502,Notes d'un musicien en voyage 
5503,Sketches of India; written by an Officer [i
5504,Sketches of India: written by an Officer [i
5505,[Sketches of India: written by an Officer [i
5506,"Manchester a hundred Years ago: being a reprint of A Description of Manchester by a native of the town, J"
5507,[Dictionnaire historique et géographique de la Province de Bretagne 
5508,A description and history 
5509,[A Book of Highland Minsrelsy 
5510,"Royal Letters addressed to Oxford, and now existing in the City Archives"
5511,The Battles of Life
5512,"Sketches from Nipal, historical and descriptive "
5513,Geological Glossary
5514,Greece and the Golden Horn
5515,"Reminiscences of Rome, or a religious, moral and literary view of the Eternal City, in a series of letters, "
5516,Life and Songs of the Baroness Nairne; with a memoir and poems of Caroline Oliphant the younger
5517,Piccadilly
5518,"Royal Edinburgh: her saints, kings, prophets and poets "
5519,Olive: a novel
5520,[Olive: a novel
5521,Original Poems
5522,"Diccionario estadistíco-administrativo de las Islas Canarias, obra escrita por P"
5523,Chorographia moderna do Reino de Portugal por J
5524,Les Explorations des Portugais antérieures à la découverte de l'Amérique
5525,The Romance of London 
5526,Charley Kingston's Aunt
5527,"The Puritan Commonwealth, an historical review of the Puritan government in Massachusetts in its civil and ecclesiastical relations, from its rise to the abrogation of the first charter, etc"
5528,Granada y sus monumentos Árabes
5529,De l'Atlantique au Niger par le Foutah-Djallon
5530,"A Journey through Texas; or a winter ramble of saddle and camp life on the border country of the United States and Mexico, etc"
5531,Discursos leídos en la Real Academia de Medicina para la recepción pública del Académico electo Ilmo
5532,One and Twenty
5533,Das Tagebuch des Rathsmeisters M
5534,"Privilegios dos cidadãos da cidade do Porto, concedidos & confirmados pellos Reys destes Reynos, etc"
5535,New Climbs in Norway: an account of some ascents in the Sondmore district 
5536,Stonehenge
5537,"Songs, Duets, Chorusses, &c"
5538,The Ordeal for Wives
5539,"Written to Order: being some account of the journeyings of an irresponsible egotist, and of how he enjoyed himself thereon"
5540,"The Natural History of Volcanoes: including submarine volcanoes, and other analogous phenomena"
5541,Una misión diplomática en la Indo-China
5542,Jonathan et son Continent
5543,[Jonathan et son Continent
5544,[Jonathan et son Continent
5545,Partie inédite des Chroniques de Saint-Denis [by P
5546,A series of miscellaneous rough sketches of Oriental heads
5547,"A Letter to a Gentleman from his friend in Orkney (written in 1757), containing the true causes of the poverty of that country"
5548,"John Orlebar, Clk"
5549,"[John Orlebar, Clk"
5550,"Travels in India, including Sinde and the Punjab; "
5551,Очеркъ трехнедѣльнаго похода Наполеона вротивъ Пруссіи въ 1806-мъ году 
5552,Vanya
5553,Pauli Orosii 
5554,"A literal English translation, of King Alfred's Anglo-Saxon version of the compendious history of the world by Orosius"
5555,Noticia historíca de la Conjuracion del Marques del Valle
5556,"Illustrations of Jack Cade's Rebellion, from researches in the Guildhall Records; together with some newly-found letters of Lord Bacon, &c"
5557,"Historia del Nayarit, Sonora, Sinaloa y ambas Californias "
5558,"Topograficko-statistický Slovník Čech, čili podrobný popis všech měst, městysů, vesnic, pak zámků "
5559,Temesvármegye és Temesvarváros története a legrégibbidöklöl e jelenkong
5560,"A Practical Manual of Minerals, Mines, and Mining "
5561,[Guide to Spain and Portugal including the Balearic Islands
5562,[Guide to Spain and Portugal including the Balearic Islands
5563,O'Shea's Guide to Spain and Portugal
5564,"Ossian's Fingal; an ancient epic poem, in six books, rendered into English verse"
5565,A History of the City of Brooklyn and Kings County 
5566,A Book of Bargains
5567,"Summerland Sketches; or, rambles in the backwoods of Mexico and Central America"
5568,Sønderjylland
5569,Heroick Friendship
5570,"A Dog of Flanders, and other stories "
5571,Il Tiranno del Villaggio [“A Village Commune”] 
5572,"The Outcasts, being certain strange passages in the life of a clergyman"
5573,Documents relative to Bradford Church 
5574,Legal and other Lyrics 
5575,Historica relacion del Reyno de Chile y de las misiones y ministerios que ejércita en él la Compañia de Jesus 
5576,"Some particulars as to the early maps of London, and more especially as to the map attributed to R"
5577,The Overton Reciter
5578,Overijssel onder Karel V
