,Authors	Contributors,Author,Contribututors
4414,,"Lichtenstein, Hinrich","PLUMPTRE, Anne."
4415,,,"HARRIS, Emily Marion."
4416,,,"TOWNLEY, James "
4417,,,"ARGLES, afterwards HUNGERFORD, Margaret Wolfe."
4418,,,"Veitch, Sophie F. F. (Sophie Frances Fane)"
4419,,,"CORNWALLIS, Kinahan."
4420,,,"Braddon, M. E. (Mary Elizabeth)"
4421,,,"ABBEY, Edwin Austin "
4422,,,HILLIARD 
4423,,,HILLIARD 
4424,,,"WHITAKER, Evelyn."
4425,,,"WHITAKER, Evelyn."
4426,,,"ARGLES, afterwards HUNGERFORD, Margaret Wolfe."
4427,,,"Roberts, Margaret"
4428,,"LILJA, Nils.","GEIJERSTAM, Carl af."
4429,,,"WILLSON, Edward James."
4430,,,"SAUNDERS, Mary "
4431,,"Lincoln, Abraham","VAN BUREN, G. M."
4432,,"LINDLEY, Thomas.","EHRMANN, Theophil Friedrich."
4433,,"LINDLEY, Walter ","WIDNEY, J. P."
4434,,"LINDSAY, Hugh Hamilton.","GUETZLAFF, Carl Friedrich August."
4435,,"LINDSAY, Hugh Hamilton.","GUETZLAFF, Carl Friedrich August."
4436,,"LINDSAY, Lizzie.","MITCHELL, George "
4437,,"LINDSTRÖM, Gustaf.","SCHRÖDER, Johan Henrik."
4438,,,"TABOR, afterwards STEPHENSON, Eliza."
4439,,,BARKER 
4440,,"LINFORTH, James.","PIERCY, Frederick Hawkins."
4441,,"Linné, Carl von","Smith, James Edward "
4442,,,"SAUNDERS, John "
4443,,,"SAUNDERS, John "
4444,,,"BICKERSTAFFE, Isaac."
4445,,"LIOREL, Jules.","MASQUERAY, Émile."
4446,,"LIPPINCOTT, J. B. ","BALDWIN, Thomas "
4447,,"LISICKI, Roman ","SZYMANOWSKI, Wojciech."
4448,,"LISLET GEOFFROY, Jean Baptiste.","FARQUHAR, Robert Townsend "
4449,,"LISSAGARAY, Prosper Olivier.","AVELING, Eleanor Marx."
4450,,"LISTER, Martin.","HENNING, George."
4451,,"LITTLE, Thomas ","M., T."
4452,,"LITTLETON, Edward John ","REEVE, Henry "
4453,,,"HILL, James "
4454,,,"ASPINALL, James."
4455,,,"ASPINALL, James."
4456,,,"PHILLIPS, Edward "
4457,,,"EPPS, Ellen "
4458,,"Livingstone, David","MONK, William "
4459,,"Livingstone, David","WALLER, Horace."
4460,,"Livingstone, David","LOREAU, Henriette."
4461,,"Livingstone, David","ARNOT, Frederick Stanley."
4462,,"Livingstone, David","LOREAU, Henriette."
4463,,"Livingstone, David","LIVINGSTONE, Charles."
4464,,"Livingstone, David","COCHRANE, Robert "
4465,,Livy.,"STOCKER, Charles William."
4466,,Livy.,"FENNELL, Charles Augustus Maude."
4467,,Livy.,"Freinsheim, Johann"
4468,,Livy.,"BAKER, George "
4469,,Livy.,"BAKER, George "
4470,,Livy.,"BAKER, George "
4471,,Livy.,"BELLENDEN, John."
4472,,Livy.,"HEUSINGER, Conrad."
4473,,Livy.,"LINCOLN, John Larkin."
4474,,"LIZARS, Robina ","LIZARS, Kathleen Macfarlane."
4475,,"LIZARS, Robina ","Grant, George Monro"
4476,,"LJUNGBERG, Carl Edvard.","LILLIEHÖÖK, L. de."
4477,,,"Sotheby, William"
4478,,"LLOYD, William ","GERARD, J. G."
4479,,"LOANE, R. W.","FLOWER, John "
4480,,"LOCK, Charles George Warnford.","FOSTER, Clement Le Neve "
4481,,"Locke, John","LAW, Edmund "
4482,,"LOCKER, afterwards LOCKER","KERNAHAN, John Coulson."
4483,,"LOCKMAN, John.","PHIPPS, Constantine "
4484,,"LOCKSLEY, Ned.","CHERMSIDE, Richard Seymour Conway."
4485,,"LOCKSLEY, Ned.","CHERMSIDE, Richard Seymour Conway."
4486,,"LOCKWOOD, John Traviss.","GOSSELIN, F. Charlotte Hadsley."
4487,,"LODGE, Edmund ","TALBOT, George "
4488,,"Lodge, Henry Cabot","Roosevelt, Theodore"
4489,,,"Kemble, John Philip"
4490,,"LOEBKER, Gerhard.","KIEPERT, Heinrich."
4491,,"LOESCH, Johann Christoph Ernst.","POPPEL, Johann Gabriel Friedrich."
4492,,"LOFTIE, William John.","ROWBOTHAM, Thomas Charles Leeson."
4493,,"LOFTIE, William John.","ROWBOTHAM, Thomas Charles Leeson."
4494,,"LOFTUS, Jane ","E., J."
4495,,,"LINDSAY, William Schaw."
4496,,"LOGAN, John ","BRUCE, Michael "
4497,,,"WESTON, Jessie Laidlay."
4498,,,"Strutt, Elizabeth."
4499,,"LOMBROSO, Cesare.","Ferri, Enrico."
4500,,,"CRIRIE, James."
4501,,,"CLEVELAND, John "
4502,,,"Payn, James"
4503,,,"BROWNE, Hablot Knight."
4504,,"LONG, Charles Edward.","LONG, Robert Ballard."
4505,,"Longfellow, Henry Wadsworth","TROVANELLI, Nazzareno."
4506,,"Longfellow, Henry Wadsworth","ARDORI, Augusto."
4507,,"Longfellow, Henry Wadsworth","J., W. M. L."
4508,,"Longfellow, Henry Wadsworth","FELTON, Cornelius Conway."
4509,,"LONGIN, Émile.","PHILPIN DE PIÉPAPE, Léonce Marie Gabriel."
4510,,"LONIGO, Michele.","BALAN, Pietro."
4511,,,Alexander 
4512,,,"MORRIS, Alfred "
4513,,"Lopes, Duarte.","Hutchinson, Margarite."
4514,,"LOPES DE SOUZA, Pero.","SOUZA, Martin Affonso de."
4515,,"LÓPEZ DE VELASCO, Juan.","ZARAGOZA, Justo."
4516,,"LOPEZ DOMINGUEZ, Luiz ","WILLIAMS, J. W. "
4517,,,"BURGOYNE, John "
4518,,,"FORSTER, James William."
4519,,"LORD, William Barry ","BAINES, Thomas "
4520,,"LORD, William Barry ","BAINES, Thomas "
4521,,"LORENZ, Ottokar ","MURRAY, Joseph de "
4522,,"LORENZ, Ottokar ","SCHERER, Wilhelm "
4523,,"L'Orme, Philibert de","CHEVALIER, Casimir."
4524,,"LOSERTH, Johann.","LORENZ, Ottokar "
4525,,"LOSSING, Benson John.","DARLEY, Felix Octavius Carr."
4526,,"LOSSING, Benson John.","BARRITT, W. "
4527,,"Loti, Pierre",Benjamin
4528,,"LOUBAT, Joseph Ferdinand.","CHAMPLIN, John Denison."
4529,,"LOUDEN, David.","WHITFIELD, William "
4530,,"LOUFT, Charles.","CLERGET, Hubert."
4531,,,"SHIRLEY, Evelyn Philip."
4532,,,"POTTER, Thomas Rossell."
4533,,,"HOME, John "
4534,,HANET,"CAMUSAT DE RIANCEY, Henry Léon."
4535,,,HESSE
4536,,"LOUIS, Léon.","BAILLY, Nicolas B."
4537,,,"DUANE, William "
4538,,,"DUANE, William "
4539,,,"PADDISON, Richard."
4540,,,"TOWLE, Eleanor Ashworth."
4541,,,ROHAN
4542,,,"COLMAN, George "
4543,,,"WRATISLAW, Theodore William Graf."
4544,,,"SMYTHIES, Harriet Maria Gordon."
4545,,,"CROMMELIN, Maria Henrietta de la Cherois."
4546,,,"DAVIES, Charles Maurice."
4547,,,"DAVIES, Charles Maurice."
4548,,,"HAVERS, Alice."
4549,,"Lover, Samuel","O'DONOGHUE, David James."
4550,,"Lover, Samuel","BROCK, Henry Matthew."
4551,,"Lover, Samuel","O'DONOGHUE, David James."
4552,,"Lover, Samuel","O'DONOGHUE, David James."
4553,,"Lover, Samuel","O'DONOGHUE, David James."
4554,,,"RAVENSCROFT, Edward "
4555,,,"MOTE, W. H."
4556,,,BOURNE 
4557,,,"DE JONGH, Bertha."
4558,,"LOW, Marie ","West, Maud."
4559,,"LOW, Sidney James Mark ","PULLING, Frederic Sanders."
4560,,"LOWASY, Joseph.","TABOR, afterwards STEPHENSON, Eliza."
4561,,"LOWTH, George Thomas.","YORKE, Eliot Thomas "
4562,,"LOWTH, Patrick.","BROWNE, Thomas J."
4563,,"LOWTHER, C.","D., W."
4564,,,"ARGLES, afterwards HUNGERFORD, Margaret Wolfe."
4565,,"LUC, Jean André de ","DE LA FITE, Henry."
4566,,"LUCANGEL, Carlo.","DALBONO, Paolo."
4567,,"LUCAS, Daniel Bedinger.","BAKER, Lewis."
4568,,"LUDLOW, Johnny.","Wood, Henry "
4569,,"LUDLOW, Johnny.","Wood, Henry "
4570,,"LUDRE, Gaston Alexandre Louis Théodore de ","POLIGNAC, Auguste Jules Armand Marie de "
4571,,"LUEDEMANN, Wilhelm von.","CATEL, Franz."
4572,,"LUENTZEL, Hermann Adolf.","ROEMER, Hermann "
4573,,"LUETGEN, A.",GEERZ 
4574,,"LUETZOW, Ludwig Adolf Wilhelm von ",GESNER 
4575,,,"STERNBERG, Maximilian von "
4576,,"LUGOSSY, József.","SZABÓ, Károly "
4577,,"ŁUKASZEWICZ, Józef ","KOENIGK, Ludwig."
4578,,,"CHAMBERLAINE, William Henry."
4579,,"LUMSDEN, William ",James Lumsden & Son.
4580,,LUNEAU ,"GALLET, Ch. Édouard."
4581,,,"DENIS, Charles "
4582,,"LUNT, Paul.","GREEN, Samuel Abbott."
4583,,"LURIEU, Jules Joseph Gabriel de ","ROMAND, H. "
4584,,"LUSCOMBE, Ellen.","YOUNG, Francis."
4585,,"LUSHINGTON, Franklin ","LUSHINGTON, Henry."
4586,,"LUTYENS, F. M.","LUTYENS, Charles."
4587,,"Lutz, Markus.","SPRECHER, A. von."
4588,,"Lutz, Markus.","LERESCHE, Jean Louis Benjamin."
4589,,"Lutz, Markus.","MORATEL, I. L."
4590,,,"PACE, William."
4591,,"LYELL, Charles ","LYELL, Leonard."
4592,,"LYELL, Charles ","JUDD, John Wesley."
4593,,"LYELL, Charles ","FITTON, William Henry."
4594,,"LYELL, Charles ","LYELL, Leonard."
4595,,"LYNAM, Robert.","WHITE, John Tahourdin."
4596,,"LYNCH, Thomas Kerr.","LYNCH, Henry Finnis Blosse."
4597,,"LYNN, afterwards LINTON, Elizabeth.","Linton, W. J.  (William James)"
4598,,"LYNN, afterwards LINTON, Elizabeth.","HOPKINS, Arthur "
4599,,,"B., J."
4600,,"LYON, Edmund David.","FERGUSSON, James "
4601,,"LYTTELTON, George ","AYSCOUGH, George Edward."
4602,,,"MACGILCHRIST, Charles Robert Bryden."
4603,,,"CROSKEY, Julian."
4604,,"M., A.","M., J."
4605,,"M., A.","BROADHURST, Louisa."
4606,,"M., A.","MURDOCH, James "
4607,,"M., C. de.","MUEFFLING, Friedrich Carl Ferdinand von "
4608,,"M., C. F.","MAITLAND, Caroline Fuller "
4609,,"M., F. L.","SCHULZE, W. "
4610,,"M., J. ","MAYNE, Jasper."
4611,,M,"MUIRHEAD, James Patrick."
4612,,"M., Juan F.","MADDEN, Richard Robert."
4613,,"M., P. ","F., N."
4614,,"M., R. C.","MONEY, Robert Cotton."
4615,,"M., R. J.","MARTIN, R. J."
4616,,"M., S.","MARTIN, Selina."
4617,,"M., T. P.","MOORE, R. H."
4618,,"M., T. S.","MUIR, Thomas S. "
4619,,"M., W. ","MARTIN, William "
4620,,,"TROLLOPE, Frances Eleanor."
4621,,"MABERLY, Stella.","Anstey, F."
4622,,"MABIE, Hamilton Wright.","EDWARDS, George Wharton."
4623,,"MABIE, Hamilton Wright ","BRIGHT, Marshall Huntington."
4624,,"MABILLE, Alfred.","CASSIERS, Henry."
4625,,"MACARA, Duncan ","KIPPEN, D."
4626,,"MACARA, Duncan ","KIPPEN, D."
4627,,"MACAULAY, Colin ","Hart, Thomas "
4628,,"MACAULAY, Thomas Babington ","E., T. F."
4629,,"Macaulay, Thomas Babington Macaulay ","TREVELYAN, Hannah "
4630,,"Macaulay, Thomas Babington Macaulay ","DEVENTER, Julius Christian van."
4631,,"Macaulay, Thomas Babington Macaulay ","PAWIŃSKI, Adolf."
4632,,"MACAULAY, Thomas Babington ","HORDERN, Peter."
4633,,"Macaulay, Thomas Babington Macaulay ","PILGRIM, Harry von."
4634,,"MACAULAY, Thomas Babington ","TREVELYAN, George Otto "
4635,,"MACCALMAN, Archibald Hamilton.","STODDARD, Richard Henry."
4636,,"MACCARTHY, Justin ","HOPKINS, Arthur "
4637,,"MACCARTHY, Justin ","GOIRAND, Léopold."
4638,,"MACCARTHY, Justin ","KATSCHER, Leopold."
4639,,"MACCARTHY, Justin ","MACCARTHY, Justin Huntly."
4640,,"MACCARTHY, Justin ","HOPKINS, Arthur "
4641,,"MACCARTHY, Justin ","PRAED, Rosa Caroline."
4642,,"MACCARTHY, Justin ","PRAED, Rosa Caroline."
4643,,"M'Clintock, Francis Leopold ","Franklin, John "
4644,,"MACCLURE, Robert John Le Mesurier ","CRESSWELL, Samuel Gurney."
4645,,"MACCONNOCHIE, Alexander Inkson.","MURRAY, J. G. "
4646,,"MACCORMICK, Robert ","Franklin, John "
4647,,"MACCOY, Frederick ","GRIFFITH, Richard John "
4648,,"MACCOY, Frederick ","GRIFFITH, Richard John "
4649,,"MACCRIE, Thomas ","ANDERSON, James "
4650,,"MACCULLOCH, John ","BROWNE, James "
4651,,"MACCULLOCH, John Ramsay.","MARTIN, Frederick W."
4652,,"MACDERMOTT, Walter ","DUFFIELD, P. W."
4653,,"MACDONALD, Flora ","WYLDE, Flora Frances."
4654,,"MacDonald, George","BROWN, Emma Elizabeth."
4655,,"MACDUFF, John Ross.","MACDUFF, A. S. "
4656,,"MACDUFF, John Ross.","M., A. S."
4657,,"MACEDO, Joaquim Manoel de.","LE SAGE, H."
4658,,"MACENERY, J. ","VIVIAN, Edward."
4659,,"MACFARLANE, Charles.","LANDSEER, Thomas."
4660,,"MACFARLANE, Charles.","GOMME, George Laurence "
4661,,"MACFARLANE, Charles ","ARCHER, Thomas "
4662,,"MACFARLANE, Charles ","THOMSON, Thomas "
4663,,"MACFARLANE, John ","MURRAY, John Clark."
4664,,"MACGAHAN, Januarius Aloysius.","DE WILDE, G. R."
4665,,"MACGILLIVRAY, John ","Stanley, Owen."
4666,,"MACGLASHAN, Charles Fayette.","DONNER, George."
4667,,"MACINTOSH, W. H.","FREEMAN, H. "
4668,,"MACIVOR, William Graham.","BATCOCK, G."
4669,,"MACK, Robert Ellice.","BELL, Robert Anning."
4670,,"MACKAY, Charles.","FOSTER, Birket."
4671,,"Mackay, George Leslie","MACDONALD, James Alexander "
4672,,"MACKELLAR, Campbell.","H., H. R."
4673,,"MACKENZIE, George Steuart ","BRIGHT, Richard "
4674,,"MACKENZIE, Georgina Mary Muir ","IRBY, Adeline Paulina."
4675,,"MACKENZIE, Georgina Mary Muir ","IRBY, Adeline Paulina."
4676,,"MACKENZIE, Ian ","WAUGH, Arthur."
4677,,"MACKENZIE, James ","CHEYNE, Henry."
4678,,"MACKENZIE, James Dixon ","MACNAIRN, J."
4679,,"MACKENZIE, John ","KILLEN, William Dool."
4680,,"MACKERLIE, Peter Handyside.","PATERSON, James "
4681,,"MACKIE, Charles ","SWAN, Joseph "
4682,,"MACKIE, Charles ","SWAN, Joseph "
4683,,"MACKINTOSH, James ",James 
4684,,"MACLAREN, Ian ","GORDON, Frederick C."
4685,,,"HILL, H. H. "
4686,,"MACLELLAN, Henry B.","MACLELLAN, Isaac."
4687,,"MACLEOD, Norman ","SWAIN, Joseph "
4688,,"MACMILLAN, Archibald.","BRYDALL, Robert."
4689,,"MACMURTRIE, Henry.","BROOKES, J. "
4690,,"MACQUOID, Gilbert S.","MACQUOID, Thomas R."
4691,,"MACQUOID, Katharine Sarah.","MACQUOID, Thomas R."
4692,,"MACQUOID, Katharine Sarah.","MACQUOID, Thomas R."
4693,,"MACQUOID, Katharine Sarah.","MACQUOID, Thomas R."
4694,,"MACQUOID, Katharine Sarah ","MACQUOID, Gilbert S."
4695,,"MACQUOID, Thomas R. ","MACQUOID, Katharine Sarah."
4696,,"MACRAE, David ","CRAIG, James R."
4697,,"MACRITCHIE, William.","MACRITCHIE, David."
4698,,"MACSHERRY, Richard.","SCOTT, Winfield "
4699,,"MACTAGGART, Ann.","GARDYNE, A."
4700,,"MACURE, John ","GORDON, James Frederick Skinner."
4701,,"MADDEN, Richard Robert.","DALY, John Bowles."
4702,,"MADDOCK, Benjamin.","ALLEN, B. H."
4703,,"MADDOCK, Henry John.","COATES, John "
4704,,"Madison, James","GILPIN, Henry Dilwood."
4705,,,"RICKMAN, Edwin."
4706,,,"CROLE, Charles Stewart."
4707,,,"MILLETT, George Bown."
4708,,"MAFFEI, Raffaello ","CINCI, Annibale."
4709,,,"ROUSSE, Edmond."
4710,,"MAGLIANO, Giovanni Domenico ","MAGLIANO, Alberto."
4711,,,"Statham, F. Reginald (Francis Reginald)"
4712,,"MAGNUS, Laurie ","HEADLAM, Cecil."
4713,,,"BAUDOUIN D'AUBIGNY, Jean Marie Théodore."
4714,,,"BAUDOUIN D'AUBIGNY, Jean Marie Théodore."
4715,,,"BAUDOUIN D'AUBIGNY, Jean Marie Théodore."
4716,,"MAGRUDER, Julia.","GIBSON, Charles Dana."
4717,,"MAHAFFY, John Pentland ","ROGERS, J. E."
4718,,"MAHAN, Asa.","SMITH, Michael William "
4719,,"MAHON, G. C.","HAUGHTON, Samuel "
4720,,"MAHONY, Francis Sylvester.","KENT, William Charles Mark."
4721,,,"BURGOYNE, John "
4722,,,"ARGLES, afterwards HUNGERFORD, Margaret Wolfe."
4723,,"MAIER, Aleksandr Leont'evich.","S., M."
4724,,"MAILLARD DE CHAMBURE, Charles Hyacinthe.","SAGOT, E."
4725,,"MAILLOUX, Alexis.","BUTEAU, Félix."
4726,,,"JACKSON, Charles Thomas."
4727,,"MAINWARING, Rowland.","WARNER, Richard "
4728,,"Oliphant, (Margaret) ","MAITLAND, Margaret "
4729,,"MAITLAND, Peregrine ","JOHNSTONE, Montague Cholmeley."
4730,,"MAJOR, Richard Henry.","CARRARO, Giuseppe."
4731,,"MALAN, H. Noel ","HUME, Frank G."
4732,,"MALATIER, Louis ","SALLÈS, Antoine."
4733,,,"BRENNECKE, Adolf Wilhelm Hermann."
4734,,"MALINS, Joseph ","BERNASCONI, G. H."
4735,,"MALLARD, C. N. Victor.","CLÉMENT, Silvain."
4736,,"MALLAT DE BASSILAN, Marcel Jacques Saint Ange.","BRETTES, Joseph de "
4737,,"MALLORY, R. P.","SMILLIE, James."
4738,,"MALMSTRÖM, Oscar.","Pufendorf, Samuel "
4739,,"MALO, Davida.","REMY, Jules."
4740,,"MALOT, Hector.","RAE, Julia Emily St. Quintin."
4741,,"MALOT, Hector.","LOYD, Mary Sophia "
4742,,"MALOT, Hector.","RAE, Julia Emily St. Quintin."
4743,,"MALTBY, Thomas James.","LEMAN, George Downton."
4744,,MALTE,"PÉRICAUD, Marc Antoine."
4745,,"MALTRAVERS, Richard ","DILLON, afterwards DILLON LEE, Henry Augustus "
4746,,,"Surtees, Robert Smith"
4747,,,"DALE, William Kelynack."
4748,,,"BICKERSTAFFE, Isaac."
4749,,,"MAUGHAN, afterwards STORY, Janet Leith."
4750,,,"ELLIOT, Anne "
4751,,,"Besant, Walter "
4752,,,"DUBOSC, François."
4753,,,"OGDEN, James "
4754,,,"ASTON, Joseph "
4755,,,"EARWAKER, John Parsons."
4756,,,"EARWAKER, John Parsons."
4757,,MANDAT,"MORTON, A. P."
4758,,"Mandeville, John ","HALLIWELL, afterwards HALLIWELL"
4759,,"Mandeville, John ","ASHTON, John "
4760,,"Mandeville, John ","GRANT, John Cameron."
4761,,"MANGAN, James Clarence.","GUINEY, Louise Imogen."
4762,,"MANGIN, Arthur.","DARGENT, Jean Édouard "
4763,,"MANGIN, Arthur.","Adams, W. H. Davenport (William Henry Davenport)"
4764,,"MANGIN, Arthur.",Durand
4765,,,"PREST, Thomas Peckett."
4766,,"MANIER, Guillaume.","BONNAULT D'HOUET, Xavier de "
4767,,"MANLOVE, Edward.","TAPPING, Thomas."
4768,,"MANN, John F.","LEICHHARDT, Friedrich Wilhelm Ludwig."
4769,,,"HOOLE, Samuel."
4770,,"MANNING, Anne.","HUTTON, William Holden "
4771,,"MANNING, Anne.","HUTTON, William Holden "
4772,,"MANNING, Samuel ","GREEN, Samuel Gosnell."
4773,,"MANNING, Samuel ","LOVETT, Richard "
4774,,"MANNING, Samuel ","LOVETT, Richard "
4775,,"MANNING, Samuel ","Gilbert, John "
4776,,"MANNING, Samuel ","WHYMPER, Edward."
4777,,"MANNING, Samuel ","GREEN, Samuel Gosnell."
4778,,"MANNING, Samuel ","GREEN, Samuel Gosnell."
4779,,MANNIX ,"WHELLAN, William."
4780,,,"CHABANEAU, Camille."
4781,,"MANSFORD, Charles Jodrell ","INGLEBRIGHT, John A."
4782,,"MANSHIP, Henry ","PALMER, Charles John."
4783,,"MANSTEIN, Christoph Hermann von ","PANIN, Petr Ivanovich "
4784,,,"ROBY, John."
4785,,,"HOGG, Thomas "
4786,,"MANUCCI, Niccolao.","CATROU, François."
4787,,,"MATURIN, Charles Robert."
4788,,,"DE MILLE, James."
4789,,"MAQUET, Adrien.","DION, Adolphe de "
4790,,"MARAT, Jean Paul.","BAILEY, James Blake."
4791,,"MARCA, Pierre de ","DUBARAT, Victor Pierre."
4792,,"MARCEILLES, Guillaume Jean Louis de.","MORLENT, Joseph."
4793,,"MARCEL, Gabriel Alexandre.","GALAUP, Jean François "
4794,,"MARCHA, Pierre.","LABOISSIÈRE, J. L. de."
4795,,"MARCHMONT, John.","Braddon, M. E. (Mary Elizabeth)"
4796,,"MARCIANO, Girolamo.","ALBANESE, Domenico Tommaso."
4797,,"MARCOY, Paul ","RIOU, Édouard."
4798,,"MARCOY, Paul ","RICH, Elihu."
4799,,"MARCY, Randolph Benton.","Baird, Spencer Fullerton"
4800,,,"PIZZI, P."
4801,,,"DE WINTON, afterwards STRETTON, Julia Cecilia."
4802,,,"DE WINTON, afterwards STRETTON, Julia Cecilia."
4803,,,"KIRBY, Elizabeth "
4804,,,"WYNNE, Catherine Simpson."
4805,,"MARGRY, Pierre.","BELAIN D'ESNAMBUC, Pierre."
4806,,"MARGUERITTE, Paul ","LEES, Frederic."
4807,,"MARGUERY, Albert.","ANGO, Jean "
4808,,,"Brooke, Frances"
4809,,"MARIETTE, François Auguste Ferdinand.","MARIETTE, Alphonse."
4810,,"MARINER, William ","MARTIN, John "
4811,,"MARINER, William ","MARTIN, John "
4812,,"MARINI, Niccolo.","BOMPAS, Charlotte Selina."
4813,,"MARION, Marcel.","VIGNEROD DU PLESSIS RICHELIEU, Emmanuel Armand "
4814,,"MARITI, Giovanni.","COBHAM, Claude Delaval."
4815,,"MARJORIBANKS, George.","DALYELL, John Graham "
4816,,,"CHILLON, E."
4817,,,"HOUSTOUN, Matilda Charlotte."
4818,,"MARKHAM, Albert Hastings ","OSBORN, Sherard."
4819,,"MARKHAM, Christopher Alexander.","CORNWELL, Thomas Charles Brand."
4820,,"MARKHAM, H. H.","MASLIN, E. W."
4821,,"MARKWICK, Edward ","PIFFARD, Harold."
4822,,"MARLITT, E. ","WOOD, Annie."
4823,,"MARLITT, E. ","WOOD, Annie."
4824,,"Marlowe, Christopher","DYCE, Alexander."
4825,,"Marlowe, Christopher","CUNNINGHAM, Francis "
4826,,"Marlowe, Christopher","MORLEY, Henry "
4827,,"Marmier, Xavier","ROUARGUE, Émile "
4828,,"Marmier, Xavier","ROUARGUE, Émile "
4829,,,"BAILEY, Samuel "
4830,,"MARQUIS, Léon.","FLEUREAU, Basile."
4831,,"MARRAST, Jean Pierre Armand.","SACAZE, Julien."
4832,,,MEDINA
4833,,,"Payn, James"
4834,,"Marryat, Frederick","COURTNEY, William Leonard."
4835,,"Marryat, Frederick","HANNAY, David."
4836,,"Marryat, Frederick","HANNAY, David."
4837,,"Marryat, Frederick","HANNAY, David."
4838,,"Marryat, Frederick","HANNAY, David."
4839,,"Marryat, Frederick","HANNAY, David."
4840,,"Marryat, Frederick","HANNAY, David."
4841,,"Marryat, Frederick","HANNAY, David."
4842,,"Marryat, Frederick","HANNAY, David."
4843,,"Marryat, Frederick","HANNAY, David."
4844,,"Marryat, Frederick","HANNAY, David."
4845,,"Marryat, Frederick","HANNAY, David."
4846,,"MARSH, afterwards MARSH","MARSTON, Evelyn."
4847,,"MARSH, Dwight W.","RHEA, Samuel Audley."
4848,,"MARSHALL, Davis Edward.","OUTCAULT, Richard Felton."
4849,,"Marshall, Emma","CRAWFORD, Thomas Hamilton."
4850,,"MARSHALL, J. ","STEVENSON, Orlando John."
4851,,"MARSHALL, John ","Sutton, Sarah."
4852,,"MARSTON, John ","M., I."
4853,,"MARSY, Alexandre Charles Arthur de ","TRAVERS, Émile."
4854,,"MARTIGNIER, D.","MELLET, Eugène de."
4855,,"MARTIMPREY, Edmond Charles de ","MARTIMPREY DE ROMÉCOURT, Edmond Louis Marie de "
4856,,"MARTIN, Alphonse Adolphe.","LAHAYE, Léon."
4857,,"MARTIN, Benjamin Ellis.","PENNELL, Joseph."
4858,,"MARTIN, Bon Louis Henri.","BOOTH, Mary Louise."
4859,,"MARTIN, Caroline ","MACLEOD, Alick "
4860,,"MARTIN, Charles Louis Auguste.","LUZY, Léon de."
4861,,"MARTIN, Horace.","ORR, John William "
4862,,"MARTINE, John.","WILSON, Edward Joseph."
4863,,"Martineau, Harriet","Millais, John Everett "
4864,,"Martineau, Harriet","KNIGHT, Charles "
4865,,"MARTINEZ, August ","RUMPEL, Franz Eduard."
4866,,"MARTÍNEZ GRACIDA, Manuel.","ALTAMIRANO, Ignacio Manuel."
4867,,MARTIN,"VACCARONE, Luigi."
4868,,"MARTINI, Christian ","JASTRAU, Viggo."
4869,,"MARTINS, Charles Frédéric.","BARTELS, A. "
4870,,MARTINUS [Strepus] ,"KLIMES, Filip."
4871,,,"ARGLES, afterwards HUNGERFORD, Margaret Wolfe."
4872,,"MARVEL, Andrew ","MILLER, Michael Hodsoll."
4873,,Mary ,"F., J."
4874,,Mary ,"GRAHAME, James "
4875,,Mary ,"ROBERTS, Mary "
4876,,MARY,"DURAND, Godefroy."
4877,,,"EYRE, Joshua P."
4878,,"MASINI, Antonio.","S., D. L. A."
4879,,"MASKELL, Joseph.","FLIGHT, Walter."
4880,,"MASON, J. A. ","KNOWLES, James Sheridan."
4881,,"MASON, John ","MASON, Robert "
4882,,"MASON, John Monck ","FLETCHER, John "
4883,,"MASON, William ","PILLORI, Antonio."
4884,,"MASPERO, Gaston Camille Charles.","MACCLURE, M. L."
4885,,"MASSA, Isaac.","LINDE, Antonius van der."
4886,,"MASSA, Simon.","FUCHS, Marcus."
4887,,"MASSELIN, Eugène François.","STAAL, G."
4888,,"MASSEY, Gerald ","CUST, afterwards EGERTON, afterwards EGERTON CUST, John William Spencer Brownlow "
4889,,"MASSIE, Paul.","MACCARTHY, Justin "
4890,,,"NOYES, Edward."
4891,,"MASSINGER, Philip.","GIFFORD, William "
4892,,"MASSINGER, Philip.","LAFOND, Ernest."
4893,,"MASSINGER, Philip.","BURGES, afterwards LAMB, James Bland "
4894,,"MASSINGER, Philip.","H., W."
4895,,"MASSINGER, Philip.","Deighton, Kenneth."
4896,,"MASSINGER, Philip.","ROWLEY, William "
4897,,"MASSON, Alexandre Fréderic Jacques ","DUHAMEL, Henry."
4898,,"MASTERMAN, George Frederick.","LEWIS, David "
4899,,"MAS Y PRAT, Benito.","GARCIA Y RAMOS, J."
4900,,"MATHAM, Adriaen.","HELLWALD, Ferdinand von."
4901,,"MATHER, Increase.","DRAKE, Samuel Gardner."
4902,,"MATHER, J. H. ","BROCKETT, Linus Pierpont."
4903,,"MATHER, William Williams.","LESTER, William "
4904,,"MATHEWS, Cornelius.","BROWNE, Hablot Knight."
4905,,"MATHIEU, Auguste ","TRABUT, Louis."
4906,,"MATILLON, P.","DU CAMP, Maxime."
4907,,"MATTHEWES, George.","RIEGO Y NUÑEZ, Rafael del."
4908,,"MATTHISSON, Friedrich von.","FUESSLI, Johann Heinrich "
4909,,,"ROBINSON, Frederick William."
4910,,"MATURIN, Charles Robert.","WILLS, James "
4911,,,"ROBINSON, Emma."
